Frequency (Hz)	Level (dB)
14599.511719	-89.805870
14642.578125	-89.962509
14685.644531	-90.066475
14728.710938	-90.078094
14771.777344	-90.113808
14814.843750	-90.243690
14857.910156	-90.294388
14900.976562	-90.364296
14944.042969	-90.458145
14987.109375	-90.502258
15030.175781	-90.656929
15073.242188	-90.668259
15116.308594	-90.645020
15159.375000	-90.850235
15202.441406	-91.031296
15245.507812	-91.068199
15288.574219	-91.113281
15331.640625	-91.168579
15374.707031	-91.245193
15417.773438	-91.371155
15460.839844	-91.401932
15503.906250	-91.408211
15546.972656	-91.134468
15590.039062	-91.239990
15633.105469	-91.523552
15676.171875	-91.648285
15719.238281	-92.697838
15762.304688	-98.179855
15805.371094	-111.357552
15848.437500	-118.363075
15891.503906	-120.044006
15934.570312	-120.309669
15977.636719	-120.339516
16020.703125	-120.306335
16063.769531	-120.346458
16106.835938	-120.413155
16149.902344	-120.363907
16192.968750	-120.328911
16236.035156	-120.356720
16279.101562	-120.339264
16322.167969	-120.283501
16365.234375	-120.302925
16408.300781	-120.297859
16451.367188	-120.295647
16494.433594	-120.320450
16537.500000	-120.367920
16580.566406	-120.302223
16623.632812	-120.294556
16666.699219	-120.312218
16709.765625	-120.341713
16752.832031	-120.391060
16795.898438	-120.365784
16838.964844	-120.420876
16882.031250	-120.380692
16925.097656	-120.386833
16968.164062	-120.364365
17011.230469	-120.356956
17054.296875	-120.401199
17097.363281	-120.433220
17140.429688	-120.369133
17183.496094	-120.372734
17226.562500	-120.371101
17269.628906	-120.376457
17312.695312	-120.400093
17355.761719	-120.360222
17398.828125	-120.380409
17441.894531	-120.331200
17484.960938	-120.327988
17528.027344	-120.370621
17571.093750	-120.402351
17614.160156	-120.384117
17657.226562	-120.368225
17700.292969	-120.387962
17743.359375	-120.361557
17786.425781	-120.345543
17829.492188	-120.362846
17872.558594	-120.401146
17915.625000	-120.426041
17958.691406	-120.431946
18001.757812	-120.417168
18044.824219	-120.396889
18087.890625	-120.383873
18130.957031	-120.421448
18174.023438	-120.469070
18217.089844	-120.439888
18260.156250	-120.380806
18303.222656	-120.381340
18346.289062	-120.365082
18389.355469	-120.372742
18432.421875	-120.351585
18475.488281	-120.343193
18518.554688	-120.393410
18561.621094	-120.410599
18604.687500	-120.407173
18647.753906	-120.398933
18690.820312	-120.376778
18733.886719	-120.366531
18776.953125	-120.376350
18820.019531	-120.408485
18863.085938	-120.407173
18906.152344	-120.449661
18949.218750	-120.430870
18992.285156	-120.400063
19035.351562	-120.372406
19078.417969	-120.344986
19121.484375	-120.317680
19164.550781	-120.374817
19207.617188	-120.365791
19250.683594	-120.364861
19293.750000	-120.389954
19336.816406	-120.391258
19379.882812	-120.404716
19422.949219	-120.449051
19466.015625	-120.433548
19509.082031	-120.500000
19552.148438	-120.486519
19595.214844	-120.461037
19638.281250	-120.392349
19681.347656	-120.389336
19724.414062	-120.366035
19767.480469	-120.313492
19810.546875	-120.386284
19853.613281	-120.419510
19896.679688	-120.370186
19939.746094	-120.422485
19982.812500	-120.491707
20025.878906	-120.498894
20068.945312	-120.479965
20112.011719	-120.462173
20155.078125	-120.437546
20198.144531	-120.375145
20241.210938	-120.396461
20284.277344	-120.383316
20327.343750	-120.413841
20370.410156	-120.416916
20413.476562	-120.440041
20456.542969	-120.433456
20499.609375	-120.415596
20542.675781	-120.410927
20585.742188	-120.451965
20628.808594	-120.503777
20671.875000	-120.450378
20714.941406	-120.446487
20758.007812	-120.417366
20801.074219	-120.416924
20844.140625	-120.436035
20887.207031	-120.505638
20930.273438	-120.453941
20973.339844	-120.454491
21016.406250	-120.494453
21059.472656	-120.503044
21102.539062	-120.438744
21145.605469	-120.418175
21188.671875	-120.459846
21231.738281	-120.445473
21274.804688	-120.419853
21317.871094	-120.411125
21360.937500	-120.475174
21404.003906	-120.533119
21447.070312	-120.448166
21490.136719	-120.457146
21533.203125	-120.481216
21576.269531	-120.395592
21619.335938	-120.443176
21662.402344	-120.491707
21705.468750	-120.498520
21748.535156	-120.488625
21791.601562	-120.500557
21834.667969	-120.475967
21877.734375	-120.473137
21920.800781	-120.427231
21963.867188	-120.442993
22006.933594	-120.492111
