Frequency (Hz)	Level (dB)
18432.421875	-136.223434
18475.488281	-134.855850
18518.554688	-133.893494
18561.621094	-135.375137
18604.687500	-136.728775
18647.753906	-134.925568
18690.820312	-133.482086
18733.886719	-134.944656
18776.953125	-136.764832
18820.019531	-135.406174
18863.085938	-134.456711
18906.152344	-135.904907
18949.218750	-137.120422
18992.285156	-135.389191
19035.351562	-134.001846
19078.417969	-135.353271
19121.484375	-137.097458
19164.550781	-135.953903
19207.617188	-135.017670
19250.683594	-136.242493
19293.750000	-137.439835
19336.816406	-136.169205
19379.882812	-134.971130
19422.949219	-136.405441
19466.015625	-138.208542
19509.082031	-137.108566
19552.148438	-136.266037
19595.214844	-137.521103
19638.281250	-138.681091
19681.347656	-137.278076
19724.414062	-136.058594
19767.480469	-137.478897
19810.546875	-139.230743
19853.613281	-138.398987
19896.679688	-137.550186
19939.746094	-138.633179
19982.812500	-140.129333
20025.878906	-139.306122
20068.945312	-138.628647
20112.011719	-140.060135
20155.078125	-141.644943
20198.144531	-140.998886
20241.210938	-140.090073
20284.277344	-141.106796
20327.343750	-142.189026
20370.410156	-141.285797
20413.476562	-140.601898
20456.542969	-140.884659
20499.609375	-141.167908
20542.675781	-141.227219
20585.742188	-140.971008
20628.808594	-141.810669
20671.875000	-142.694321
20714.941406	-142.344376
20758.007812	-141.314545
20801.074219	-142.173691
20844.140625	-143.766525
20887.207031	-143.598618
20930.273438	-142.663208
20973.339844	-142.429947
21016.406250	-144.472794
21059.472656	-145.692993
21102.539062	-147.072479
21145.605469	-148.348526
21188.671875	-150.004166
21231.738281	-151.893951
21274.804688	-152.848618
21317.871094	-154.128342
21360.937500	-157.697098
21404.003906	-160.501495
21447.070312	-162.710083
21490.136719	-164.264359
21533.203125	-164.429184
21576.269531	-165.444702
21619.335938	-165.168182
21662.402344	-166.686111
21705.468750	-168.693222
21748.535156	-167.526581
21791.601562	-164.589432
21834.667969	-163.887161
21877.734375	-165.099945
21920.800781	-162.044281
21963.867188	-158.641953
22006.933594	-164.159180
